Minute,Hour,NO2,O3,Region,Location
2023-07-14 12:50:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-14 12:55:00,12PM,0.0,177.88,Tangerang,Panunggangan Utara
2023-07-14 13:00:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:05:00,13PM,5.43,175.4,Tangerang,Panunggangan Utara
2023-07-14 13:10:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:15:00,13PM,12.26,167.93,Tangerang,Panunggangan Utara
2023-07-14 13:20:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:25:00,13PM,14.72,165.29,Tangerang,Panunggangan Utara
2023-07-14 13:30:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:35:00,13PM,25.66,149.19,Tangerang,Panunggangan Utara
2023-07-14 13:40:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:45:00,13PM,34.32,146.5,Tangerang,Panunggangan Utara
2023-07-14 13:50:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-14 13:55:00,13PM,39.38,140.42,Tangerang,Panunggangan Utara
2023-07-14 14:00:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:05:00,14PM,42.15,145.88,Tangerang,Panunggangan Utara
2023-07-14 14:10:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:15:00,14PM,46.6,142.77,Tangerang,Panunggangan Utara
2023-07-14 14:20:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:25:00,14PM,47.08,147.41,Tangerang,Panunggangan Utara
2023-07-14 14:30:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:35:00,14PM,44.29,128.8,Tangerang,Panunggangan Utara
2023-07-14 14:40:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:45:00,14PM,42.13,103.27,Tangerang,Panunggangan Utara
2023-07-14 14:50:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-14 14:55:00,14PM,42.84,92.71,Tangerang,Panunggangan Utara
2023-07-14 15:00:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:05:00,15PM,35.32,72.64,Tangerang,Panunggangan Utara
2023-07-14 15:10:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:15:00,15PM,24.6,75.87,Tangerang,Panunggangan Utara
2023-07-14 15:20:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:25:00,15PM,22.63,74.61,Tangerang,Panunggangan Utara
2023-07-14 15:30:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:35:00,15PM,12.91,97.81,Tangerang,Panunggangan Utara
2023-07-14 15:40:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:45:00,15PM,7.02,120.69,Tangerang,Panunggangan Utara
2023-07-14 15:50:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-14 15:55:00,15PM,2.72,133.7,Tangerang,Panunggangan Utara
2023-07-14 16:00:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:05:00,16PM,0.74,150.12,Tangerang,Panunggangan Utara
2023-07-14 16:10:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:15:00,16PM,4.52,150.91,Tangerang,Panunggangan Utara
2023-07-14 16:20:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:25:00,16PM,5.43,152.66,Tangerang,Panunggangan Utara
2023-07-14 16:30:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:35:00,16PM,10.71,142.69,Tangerang,Panunggangan Utara
2023-07-14 16:40:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:45:00,16PM,16.4,127.48,Tangerang,Panunggangan Utara
2023-07-14 16:50:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-14 16:55:00,16PM,19.4,120.41,Tangerang,Panunggangan Utara
2023-07-14 17:00:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:05:00,17PM,26.88,103.65,Tangerang,Panunggangan Utara
2023-07-14 17:10:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:15:00,17PM,35.18,78.14,Tangerang,Panunggangan Utara
2023-07-14 17:20:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:25:00,17PM,37.94,69.17,Tangerang,Panunggangan Utara
2023-07-14 17:30:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:35:00,17PM,40.81,45.6,Tangerang,Panunggangan Utara
2023-07-14 17:40:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:45:00,17PM,41.0,25.44,Tangerang,Panunggangan Utara
2023-07-14 17:50:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-14 17:55:00,17PM,42.74,12.26,Tangerang,Panunggangan Utara
2023-07-14 18:00:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:05:00,18PM,36.45,2.86,Tangerang,Panunggangan Utara
2023-07-14 18:10:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:15:00,18PM,33.55,0.68,Tangerang,Panunggangan Utara
2023-07-14 18:20:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:25:00,18PM,31.75,0.58,Tangerang,Panunggangan Utara
2023-07-14 18:30:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:35:00,18PM,35.87,0.07,Tangerang,Panunggangan Utara
2023-07-14 18:40:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:45:00,18PM,34.69,0.07,Tangerang,Panunggangan Utara
2023-07-14 18:50:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-14 18:55:00,18PM,36.56,0.08,Tangerang,Panunggangan Utara
2023-07-14 19:00:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:05:00,19PM,33.89,0.0,Tangerang,Panunggangan Utara
2023-07-14 19:10:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:15:00,19PM,27.19,0.0,Tangerang,Panunggangan Utara
2023-07-14 19:20:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:25:00,19PM,23.12,0.0,Tangerang,Panunggangan Utara
2023-07-14 19:30:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:35:00,19PM,18.59,0.0,Tangerang,Panunggangan Utara
2023-07-14 19:40:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:45:00,19PM,16.3,0.0,Tangerang,Panunggangan Utara
2023-07-14 19:50:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-14 19:55:00,19PM,15.57,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:00:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:05:00,20PM,16.96,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:10:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:15:00,20PM,19.24,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:20:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:25:00,20PM,19.93,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:30:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:35:00,20PM,19.96,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:40:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:45:00,20PM,18.44,0.0,Tangerang,Panunggangan Utara
2023-07-14 20:50:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-14 20:55:00,20PM,17.67,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:00:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:05:00,21PM,16.31,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:10:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:15:00,21PM,13.89,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:20:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:25:00,21PM,13.29,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:30:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:35:00,21PM,9.14,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:40:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:45:00,21PM,6.73,0.0,Tangerang,Panunggangan Utara
2023-07-14 21:50:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-14 21:55:00,21PM,5.44,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:00:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:05:00,22PM,2.21,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:10:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:15:00,22PM,0.25,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:20:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:25:00,22PM,0.29,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:30:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:35:00,22PM,1.98,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:40:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:45:00,22PM,2.18,0.0,Tangerang,Panunggangan Utara
2023-07-14 22:50:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-14 22:55:00,22PM,2.62,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:00:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:05:00,23PM,4.03,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:10:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:15:00,23PM,5.43,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:20:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:25:00,23PM,5.6,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:30:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:35:00,23PM,7.2,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:40:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:45:00,23PM,8.33,0.0,Tangerang,Panunggangan Utara
2023-07-14 23:50:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-14 23:55:00,23PM,8.94,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:00:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:05:00,0AM,7.99,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:10:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:15:00,0AM,8.28,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:20:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:25:00,0AM,7.52,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:30:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:35:00,0AM,7.45,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:40:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:45:00,0AM,8.13,0.0,Tangerang,Panunggangan Utara
2023-07-15 00:50:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-15 00:55:00,0AM,8.77,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:00:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:05:00,1AM,7.29,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:10:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:15:00,1AM,7.83,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:20:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:25:00,1AM,7.69,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:30:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:35:00,1AM,8.76,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:40:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:45:00,1AM,9.61,0.0,Tangerang,Panunggangan Utara
2023-07-15 01:50:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-15 01:55:00,1AM,11.21,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:00:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:05:00,2AM,12.54,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:10:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:15:00,2AM,12.71,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:20:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:25:00,2AM,12.5,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:30:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:35:00,2AM,11.58,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:40:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:45:00,2AM,10.25,0.0,Tangerang,Panunggangan Utara
2023-07-15 02:50:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-15 02:55:00,2AM,9.84,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:00:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:05:00,3AM,8.12,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:10:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:15:00,3AM,6.84,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:20:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:25:00,3AM,6.11,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:30:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:35:00,3AM,6.73,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:40:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:45:00,3AM,7.23,0.0,Tangerang,Panunggangan Utara
2023-07-15 03:50:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-15 03:55:00,3AM,7.28,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:00:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:05:00,4AM,7.53,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:10:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:15:00,4AM,7.28,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:20:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:25:00,4AM,6.97,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:30:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:35:00,4AM,5.08,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:40:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:45:00,4AM,3.31,0.0,Tangerang,Panunggangan Utara
2023-07-15 04:50:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-15 04:55:00,4AM,2.76,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:00:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:05:00,5AM,1.33,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:10:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:15:00,5AM,0.45,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:20:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:25:00,5AM,0.37,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:30:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:35:00,5AM,0.06,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:40:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:45:00,5AM,0.3,0.0,Tangerang,Panunggangan Utara
2023-07-15 05:50:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-15 05:55:00,5AM,0.36,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:00:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:05:00,6AM,0.57,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:10:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:15:00,6AM,0.53,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:20:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:25:00,6AM,0.57,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:30:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:35:00,6AM,1.05,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:40:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:45:00,6AM,1.17,0.0,Tangerang,Panunggangan Utara
2023-07-15 06:50:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-15 06:55:00,6AM,1.14,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:00:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:05:00,7AM,1.02,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:10:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:15:00,7AM,0.94,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:20:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:25:00,7AM,0.8,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:30:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:35:00,7AM,0.18,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:40:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:45:00,7AM,0.0,0.0,Tangerang,Panunggangan Utara
2023-07-15 07:50:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-15 07:55:00,7AM,0.0,0.0,Tangerang,Panunggangan Utara
2023-07-15 08:00:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:05:00,8AM,0.6,0.0,Tangerang,Panunggangan Utara
2023-07-15 08:10:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:15:00,8AM,0.55,0.27,Tangerang,Panunggangan Utara
2023-07-15 08:20:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:25:00,8AM,0.66,0.33,Tangerang,Panunggangan Utara
2023-07-15 08:30:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:35:00,8AM,0.6,0.3,Tangerang,Panunggangan Utara
2023-07-15 08:40:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:45:00,8AM,0.55,0.49,Tangerang,Panunggangan Utara
2023-07-15 08:50:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-15 08:55:00,8AM,0.08,0.58,Tangerang,Panunggangan Utara
2023-07-15 09:00:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:05:00,9AM,0.0,4.61,Tangerang,Panunggangan Utara
2023-07-15 09:10:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:15:00,9AM,0.0,10.59,Tangerang,Panunggangan Utara
2023-07-15 09:20:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:25:00,9AM,0.0,12.7,Tangerang,Panunggangan Utara
2023-07-15 09:30:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:35:00,9AM,0.0,23.1,Tangerang,Panunggangan Utara
2023-07-15 09:40:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:45:00,9AM,0.0,40.4,Tangerang,Panunggangan Utara
2023-07-15 09:50:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-15 09:55:00,9AM,0.0,45.71,Tangerang,Panunggangan Utara
2023-07-15 10:00:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:05:00,10AM,0.0,68.62,Tangerang,Panunggangan Utara
2023-07-15 10:10:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:15:00,10AM,0.0,92.49,Tangerang,Panunggangan Utara
2023-07-15 10:20:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:25:00,10AM,0.0,103.67,Tangerang,Panunggangan Utara
2023-07-15 10:30:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:35:00,10AM,1.52,117.56,Tangerang,Panunggangan Utara
2023-07-15 10:40:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:45:00,10AM,1.39,131.9,Tangerang,Panunggangan Utara
2023-07-15 10:50:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-15 10:55:00,10AM,1.67,137.38,Tangerang,Panunggangan Utara
2023-07-15 11:00:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:05:00,11AM,1.96,144.16,Tangerang,Panunggangan Utara
2023-07-15 11:10:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:15:00,11AM,3.98,148.89,Tangerang,Panunggangan Utara
2023-07-15 11:20:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:25:00,11AM,3.11,154.01,Tangerang,Panunggangan Utara
2023-07-15 11:30:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:35:00,11AM,7.64,165.43,Tangerang,Panunggangan Utara
2023-07-15 11:40:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:45:00,11AM,11.08,173.34,Tangerang,Panunggangan Utara
2023-07-15 11:50:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-15 11:55:00,11AM,12.81,177.74,Tangerang,Panunggangan Utara
2023-07-15 12:00:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:05:00,12PM,14.89,186.04,Tangerang,Panunggangan Utara
2023-07-15 12:10:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:15:00,12PM,16.16,190.76,Tangerang,Panunggangan Utara
2023-07-15 12:20:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:25:00,12PM,15.81,194.15,Tangerang,Panunggangan Utara
2023-07-15 12:30:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:35:00,12PM,15.12,185.81,Tangerang,Panunggangan Utara
2023-07-15 12:40:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:45:00,12PM,12.05,178.87,Tangerang,Panunggangan Utara
2023-07-15 12:50:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-15 12:55:00,12PM,12.05,173.55,Tangerang,Panunggangan Utara
2023-07-15 13:00:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:05:00,13PM,8.78,164.75,Tangerang,Panunggangan Utara
2023-07-15 13:10:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:15:00,13PM,4.99,161.05,Tangerang,Panunggangan Utara
2023-07-15 13:20:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:25:00,13PM,2.59,160.31,Tangerang,Panunggangan Utara
2023-07-15 13:30:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:35:00,13PM,1.39,161.51,Tangerang,Panunggangan Utara
2023-07-15 13:40:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:45:00,13PM,2.28,160.16,Tangerang,Panunggangan Utara
2023-07-15 13:50:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-15 13:55:00,13PM,2.74,162.06,Tangerang,Panunggangan Utara
2023-07-15 14:00:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:05:00,14PM,3.61,161.2,Tangerang,Panunggangan Utara
2023-07-15 14:10:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:15:00,14PM,5.71,158.73,Tangerang,Panunggangan Utara
2023-07-15 14:20:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:25:00,14PM,6.37,157.92,Tangerang,Panunggangan Utara
2023-07-15 14:30:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:35:00,14PM,9.49,151.34,Tangerang,Panunggangan Utara
2023-07-15 14:40:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:45:00,14PM,10.83,145.96,Tangerang,Panunggangan Utara
2023-07-15 14:50:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-15 14:55:00,14PM,12.99,140.33,Tangerang,Panunggangan Utara
2023-07-15 15:00:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:05:00,15PM,11.88,138.87,Tangerang,Panunggangan Utara
2023-07-15 15:10:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:15:00,15PM,9.49,137.64,Tangerang,Panunggangan Utara
2023-07-15 15:20:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:25:00,15PM,8.2,137.4,Tangerang,Panunggangan Utara
2023-07-15 15:30:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:35:00,15PM,4.77,138.57,Tangerang,Panunggangan Utara
2023-07-15 15:40:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:45:00,15PM,3.53,135.47,Tangerang,Panunggangan Utara
2023-07-15 15:50:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-15 15:55:00,15PM,2.36,134.81,Tangerang,Panunggangan Utara
2023-07-15 16:00:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:05:00,16PM,1.79,130.78,Tangerang,Panunggangan Utara
2023-07-15 16:10:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:15:00,16PM,1.62,129.63,Tangerang,Panunggangan Utara
2023-07-15 16:20:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:25:00,16PM,1.92,127.96,Tangerang,Panunggangan Utara
2023-07-15 16:30:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:35:00,16PM,1.15,130.31,Tangerang,Panunggangan Utara
2023-07-15 16:40:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:45:00,16PM,0.93,130.68,Tangerang,Panunggangan Utara
2023-07-15 16:50:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-15 16:55:00,16PM,0.35,132.84,Tangerang,Panunggangan Utara
2023-07-15 17:00:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:05:00,17PM,4.14,126.95,Tangerang,Panunggangan Utara
2023-07-15 17:10:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:15:00,17PM,6.04,120.52,Tangerang,Panunggangan Utara
2023-07-15 17:20:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:25:00,17PM,7.2,116.76,Tangerang,Panunggangan Utara
2023-07-15 17:30:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:35:00,17PM,9.82,106.86,Tangerang,Panunggangan Utara
2023-07-15 17:40:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:45:00,17PM,14.38,89.98,Tangerang,Panunggangan Utara
2023-07-15 17:50:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-15 17:55:00,17PM,14.19,86.23,Tangerang,Panunggangan Utara
2023-07-15 18:00:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:05:00,18PM,21.64,62.41,Tangerang,Panunggangan Utara
2023-07-15 18:10:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:15:00,18PM,26.45,40.56,Tangerang,Panunggangan Utara
2023-07-15 18:20:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:25:00,18PM,29.95,29.11,Tangerang,Panunggangan Utara
2023-07-15 18:30:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:35:00,18PM,30.65,13.82,Tangerang,Panunggangan Utara
2023-07-15 18:40:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:45:00,18PM,31.9,4.67,Tangerang,Panunggangan Utara
2023-07-15 18:50:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-15 18:55:00,18PM,30.5,2.59,Tangerang,Panunggangan Utara
2023-07-15 19:00:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-15 19:05:00,19PM,28.05,1.82,Tangerang,Panunggangan Utara
2023-07-15 19:10:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-15 19:15:00,19PM,27.81,0.81,Tangerang,Panunggangan Utara
2023-07-15 19:20:00,19PM,,,Tangerang,Panunggangan Utara
